MET,Alt_CG_Geod_CM (ft),Latitude_CG_Geod (radians),Longitude_CG_Geod (radians),Alt_CG_Geod_LAS (ft),Latitude_CG_Geod (radians),Longitude_CG_Geod (radians),Alt_CG_Geod_Booster (ft),Latitude_CG_Geod (radians),Longitude_CG_Geod (radians),Quat1_s (CM),Quat1_v0 (CM),Quat1_v1 (CM),Quat1_v2 (CM),Quat1_s (LAS),Quat1_v0 (LAS),Quat1_v1 (LAS),Quat1_v2 (LAS),Quat1_s (Booster),Quat1_v0 (Booster),Quat1_v1 (Booster),Quat1_v2 (Booster),Engine Flag,reserved
11.825,331.35114,0.49669462,-1.4054857,331.35114,0.49669462,-1.4054851,331.35114,0.49669462,-1.4054849,0.4352141,0.55704987,0.45777613,-0.53918934,0.4352141,0.55704987,0.45777613,-0.53918934,0.4352141,0.55704987,0.45777613,-0.53918934,1,0
11.85,334.21899,0.49669462,-1.4054857,334.21899,0.49669462,-1.4054851,334.21899,0.49669462,-1.4054849,0.435066714,0.55715501,0.45792416,-0.53907394,0.435066714,0.55715501,0.45792416,-0.53907394,0.435066714,0.55715501,0.45792416,-0.53907394,1,0
11.875,337.09995,0.49669462,-1.4054856,337.09995,0.49669462,-1.405485,337.09995,0.49669462,-1.4054848,0.43490645,0.55727279,0.45806664,-0.5389604,0.43490645,0.55727279,0.45806664,-0.5389604,0.43490645,0.55727279,0.45806664,-0.5389604,1,0
11.9,339.99402,0.49669462,-1.4054856,339.99402,0.49669462,-1.405485,339.99402,0.49669462,-1.4054848,0.434755682,0.55738431,0.45821282,-0.5388425,0.434755682,0.55738431,0.45821282,-0.5388425,0.434755682,0.55738431,0.45821282,-0.5388425,1,0
11.925,342.90121,0.49669462,-1.4054856,342.90121,0.49669462,-1.405485,342.90121,0.49669462,-1.4054848,0.434600834,0.55748957,0.45836648,-0.53872782,0.434600834,0.55748957,0.45836648,-0.53872782,0.434600834,0.55748957,0.45836648,-0.53872782,1,0
11.95,345.82153,0.49669462,-1.4054856,345.82153,0.49669462,-1.405485,345.82153,0.49669462,-1.4054848,0.434449728,0.55760181,0.45850956,-0.53861177,0.434449728,0.55760181,0.45850956,-0.53861177,0.434449728,0.55760181,0.45850956,-0.53861177,1,0
11.975,348.75507,0.49669462,-1.4054856,348.75507,0.49669462,-1.405485,348.75507,0.49669462,-1.4054848,0.43429211,0.55772114,0.45866203,-0.53848553,0.43429211,0.55772114,0.45866203,-0.53848553,0.43429211,0.55772114,0.45866203,-0.53848553,1,0
12,351.70181,0.49669462,-1.4054856,351.70181,0.49669462,-1.405485,351.70181,0.49669462,-1.4054848,0.434130731,0.55783582,0.45881999,-0.53836226,0.434130731,0.55783582,0.45881999,-0.53836226,0.434130731,0.55783582,0.45881999,-0.53836226,1,0
12.025,354.66193,0.49669462,-1.4054856,354.66193,0.49669462,-1.405485,354.66193,0.49669462,-1.4054848,0.433980038,0.55794632,0.458969,-0.53824222,0.433980038,0.55794632,0.458969,-0.53824222,0.433980038,0.55794632,0.458969,-0.53824222,1,0
12.05,357.63513,0.49669462,-1.4054856,357.63513,0.49669462,-1.405485,357.63513,0.49669462,-1.4054848,0.433824331,0.55806518,0.45911774,-0.53811765,0.433824331,0.55806518,0.45911774,-0.53811765,0.433824331,0.55806518,0.45911774,-0.53811765,1,0
12.075,360.62167,0.49669462,-1.4054856,360.62167,0.49669462,-1.405485,360.62167,0.49669462,-1.4054848,0.43366012,0.55818492,0.45926517,-0.53799999,0.43366012,0.55818492,0.45926517,-0.53799999,0.43366012,0.55818492,0.45926517,-0.53799999,1,0
12.1,363.62152,0.49669462,-1.4054856,363.62152,0.49669462,-1.405485,363.62152,0.49669462,-1.4054848,0.43350642,0.55831015,0.45940989,-0.53787035,0.43350642,0.55831015,0.45940989,-0.53787035,0.43350642,0.55831015,0.45940989,-0.53787035,1,0
12.125,366.63474,0.49669462,-1.4054856,366.63474,0.49669462,-1.405485,366.63474,0.49669462,-1.4054848,0.433344856,0.55842912,0.45957232,-0.53773826,0.433344856,0.55842912,0.45957232,-0.53773826,0.433344856,0.55842912,0.45957232,-0.53773826,1,0
12.15,369.66132,0.49669462,-1.4054856,369.66132,0.49669462,-1.405485,369.66132,0.49669462,-1.4054848,0.433191218,0.55854219,0.45971572,-0.53762203,0.433191218,0.55854219,0.45971572,-0.53762203,0.433191218,0.55854219,0.45971572,-0.53762203,1,0
12.175,372.70132,0.49669462,-1.4054856,372.70132,0.49669462,-1.405485,372.70132,0.49669462,-1.4054848,0.43302941,0.55866873,0.45987469,-0.53748494,0.43302941,0.55866873,0.45987469,-0.53748494,0.43302941,0.55866873,0.45987469,-0.53748494,1,0
12.2,375.75467,0.49669462,-1.4054856,375.75467,0.49669462,-1.405485,375.75467,0.49669462,-1.4054848,0.432876412,0.55879623,0.46001828,-0.53735274,0.432876412,0.55879623,0.46001828,-0.53735274,0.432876412,0.55879623,0.46001828,-0.53735274,1,0
12.225,378.82153,0.49669462,-1.4054856,378.82153,0.49669462,-1.405485,378.82153,0.49669462,-1.4054848,0.432717017,0.55891627,0.46017498,-0.53722209,0.432717017,0.55891627,0.46017498,-0.53722209,0.432717017,0.55891627,0.46017498,-0.53722209,1,0
12.25,381.90192,0.49669462,-1.4054856,381.90192,0.49669462,-1.405485,381.90192,0.49669462,-1.4054848,0.43255398,0.55904347,0.46032679,-0.53709096,0.43255398,0.55904347,0.46032679,-0.53709096,0.43255398,0.55904347,0.46032679,-0.53709096,1,0
12.275,384.99582,0.49669462,-1.4054856,384.99582,0.49669462,-1.405485,384.99582,0.49669462,-1.4054848,0.43238917,0.55917013,0.46048516,-0.53695601,0.43238917,0.55917013,0.46048516,-0.53695601,0.43238917,0.55917013,0.46048516,-0.53695601,1,0
12.3,388.1033,0.49669462,-1.4054856,388.1033,0.49669462,-1.405485,388.1033,0.49669462,-1.4054848,0.432231618,0.55928528,0.46063355,-0.53683567,0.432231618,0.55928528,0.46063355,-0.53683567,0.432231618,0.55928528,0.46063355,-0.53683567,1,0
12.325,391.22427,0.49669462,-1.4054856,391.22427,0.49669462,-1.405485,391.22427,0.49669462,-1.4054848,0.432069672,0.55941397,0.46078727,-0.53670001,0.432069672,0.55941397,0.46078727,-0.53670001,0.432069672,0.55941397,0.46078727,-0.53670001,1,0
12.35,394.35876,0.49669462,-1.4054856,394.35876,0.49669462,-1.405485,394.35876,0.49669462,-1.4054848,0.431911233,0.55953783,0.46094081,-0.53656656,0.431911233,0.55953783,0.46094081,-0.53656656,0.431911233,0.55953783,0.46094081,-0.53656656,1,0
12.375,397.50674,0.49669462,-1.4054856,397.50674,0.49669462,-1.405485,397.50674,0.49669462,-1.4054848,0.43175402,0.55966133,0.46108669,-0.53643894,0.43175402,0.55966133,0.46108669,-0.53643894,0.43175402,0.55966133,0.46108669,-0.53643894,1,0
12.4,400.66837,0.49669462,-1.4054856,400.66837,0.49669462,-1.405485,400.66837,0.49669462,-1.4054848,0.431589284,0.55978251,0.46124327,-0.53631043,0.431589284,0.55978251,0.46124327,-0.53631043,0.431589284,0.55978251,0.46124327,-0.53631043,1,0
12.425,403.84354,0.49669462,-1.4054856,403.84354,0.49669462,-1.405485,403.84354,0.49669462,-1.4054848,0.431421515,0.55990922,0.46140099,-0.53617746,0.431421515,0.55990922,0.46140099,-0.53617746,0.431421515,0.55990922,0.46140099,-0.53617746,1,0
12.45,407.03217,0.49669462,-1.4054856,407.03217,0.49669462,-1.405485,407.03217,0.49669462,-1.4054848,0.431271768,0.56004292,0.46154824,-0.53603154,0.431271768,0.56004292,0.46154824,-0.53603154,0.431271768,0.56004292,0.46154824,-0.53603154,1,0
12.475,410.23477,0.49669462,-1.4054856,410.23477,0.49669462,-1.405485,410.23477,0.49669462,-1.4054848,0.4311004,0.56015974,0.46170986,-0.53590816,0.4311004,0.56015974,0.46170986,-0.53590816,0.4311004,0.56015974,0.46170986,-0.53590816,1,0
12.5,413.4509,0.49669462,-1.4054856,413.4509,0.49669462,-1.405485,413.4509,0.49669462,-1.4054848,0.430933878,0.56028026,0.46187285,-0.5357756,0.430933878,0.56028026,0.46187285,-0.5357756,0.430933878,0.56028026,0.46187285,-0.5357756,1,0
12.525,416.68045,0.49669462,-1.4054856,416.68045,0.49669462,-1.405485,416.68045,0.49669462,-1.4054848,0.430775922,0.56041193,0.46201211,-0.53564483,0.430775922,0.56041193,0.46201211,-0.53564483,0.430775922,0.56041193,0.46201211,-0.53564483,1,0
12.55,419.9238,0.49669462,-1.4054856,419.9238,0.49669462,-1.405485,419.9238,0.49669462,-1.4054848,0.430610329,0.56052959,0.46217248,-0.5355165,0.430610329,0.56052959,0.46217248,-0.5355165,0.430610329,0.56052959,0.46217248,-0.5355165,1,0
12.575,423.18079,0.49669462,-1.4054856,423.18079,0.49669462,-1.405485,423.18079,0.49669462,-1.4054848,0.43043742,0.56065869,0.46234268,-0.53537339,0.43043742,0.56065869,0.46234268,-0.53537339,0.43043742,0.56065869,0.46234268,-0.53537339,1,0
12.6,426.45151,0.49669462,-1.4054856,426.45151,0.49669462,-1.405485,426.45151,0.49669462,-1.4054848,0.430275815,0.56077558,0.4624958,-0.53524864,0.430275815,0.56077558,0.4624958,-0.53524864,0.430275815,0.56077558,0.4624958,-0.53524864,1,0
12.625,429.73581,0.49669462,-1.4054856,429.73581,0.49669462,-1.405485,429.73581,0.49669462,-1.4054848,0.430106907,0.56090188,0.4626492,-0.53511947,0.430106907,0.56090188,0.4626492,-0.53511947,0.430106907,0.56090188,0.4626492,-0.53511947,1,0
12.65,433.03384,0.49669462,-1.4054855,433.03384,0.49669462,-1.4054849,433.03384,0.49669462,-1.4054847,0.429936447,0.56102484,0.46280259,-0.5349949,0.429936447,0.56102484,0.46280259,-0.5349949,0.429936447,0.56102484,0.46280259,-0.5349949,1,0
12.675,436.34552,0.49669462,-1.4054855,436.34552,0.49669462,-1.4054849,436.34552,0.49669462,-1.4054847,0.42976853,0.56115025,0.4629629,-0.53485954,0.42976853,0.56115025,0.4629629,-0.53485954,0.42976853,0.56115025,0.4629629,-0.53485954,1,0
12.7,439.67078,0.49669462,-1.4054855,439.67078,0.49669462,-1.4054849,439.67078,0.49669462,-1.4054847,0.429600006,0.56127483,0.46312219,-0.53472632,0.429600006,0.56127483,0.46312219,-0.53472632,0.429600006,0.56127483,0.46312219,-0.53472632,1,0
12.725,443.00989,0.49669462,-1.4054855,443.00989,0.49669462,-1.4054849,443.00989,0.49669462,-1.4054847,0.429425776,0.56138819,0.46329099,-0.53460103,0.429425776,0.56138819,0.46329099,-0.53460103,0.429425776,0.56138819,0.46329099,-0.53460103,1,0
12.75,446.36261,0.49669462,-1.4054855,446.36261,0.49669462,-1.4054849,446.36261,0.49669462,-1.4054847,0.429258229,0.56151432,0.46345216,-0.53446341,0.429258229,0.56151432,0.46345216,-0.53446341,0.429258229,0.56151432,0.46345216,-0.53446341,1,0
12.775,449.72897,0.49669462,-1.4054855,449.72897,0.49669462,-1.4054849,449.72897,0.49669462,-1.4054847,0.42909047,0.5616436,0.46360534,-0.53432941,0.42909047,0.5616436,0.46360534,-0.53432941,0.42909047,0.5616436,0.46360534,-0.53432941,1,0
12.8,453.10916,0.49669462,-1.4054855,453.10916,0.49669462,-1.4054849,453.10916,0.49669462,-1.4054847,0.428914992,0.56176895,0.46377119,-0.53419459,0.428914992,0.56176895,0.46377119,-0.53419459,0.428914992,0.56176895,0.46377119,-0.53419459,1,0
12.825,456.50305,0.49669462,-1.4054855,456.50305,0.49669462,-1.4054849,456.50305,0.49669462,-1.4054847,0.42873713,0.56189781,0.4639326,-0.53406167,0.42873713,0.56189781,0.4639326,-0.53406167,0.42873713,0.56189781,0.4639326,-0.53406167,1,0
12.85,459.91068,0.49669462,-1.4054855,459.91068,0.49669462,-1.4054849,459.91068,0.49669462,-1.4054847,0.428572969,0.56201977,0.46409047,-0.53392792,0.428572969,0.56201977,0.46409047,-0.53392792,0.428572969,0.56201977,0.46409047,-0.53392792,1,0
12.875,463.33203,0.49669462,-1.4054855,463.33203,0.49669462,-1.4054849,463.33203,0.49669462,-1.4054847,0.42839926,0.56214911,0.46425718,-0.53378624,0.42839926,0.56214911,0.46425718,-0.53378624,0.42839926,0.56214911,0.46425718,-0.53378624,1,0
12.9,466.76721,0.49669465,-1.4054855,466.76721,0.49669465,-1.4054849,466.76721,0.49669465,-1.4054847,0.428219112,0.56227648,0.46442401,-0.53365147,0.428219112,0.56227648,0.46442401,-0.53365147,0.428219112,0.56227648,0.46442401,-0.53365147,1,0
12.925,470.21609,0.49669465,-1.4054855,470.21609,0.49669465,-1.4054849,470.21609,0.49669465,-1.4054847,0.428045718,0.56240284,0.46458408,-0.53351808,0.428045718,0.56240284,0.46458408,-0.53351808,0.428045718,0.56240284,0.46458408,-0.53351808,1,0
12.95,473.6788,0.49669465,-1.4054855,473.6788,0.49669465,-1.4054849,473.6788,0.49669465,-1.4054847,0.427868814,0.56252378,0.46475267,-0.53338563,0.427868814,0.56252378,0.46475267,-0.53338563,0.427868814,0.56252378,0.46475267,-0.53338563,1,0
12.975,477.15527,0.49669465,-1.4054855,477.15527,0.49669465,-1.4054849,477.15527,0.49669465,-1.4054847,0.42770153,0.56265271,0.46490949,-0.53324711,0.42770153,0.56265271,0.46490949,-0.53324711,0.42770153,0.56265271,0.46490949,-0.53324711,1,0
13,480.64557,0.49669465,-1.4054855,480.64557,0.49669465,-1.4054849,480.64557,0.49669465,-1.4054847,0.427516151,0.56278819,0.46507588,-0.5331077,0.427516151,0.56278819,0.46507588,-0.5331077,0.427516151,0.56278819,0.46507588,-0.5331077,1,0
13.025,484.15021,0.49669465,-1.4054855,484.15021,0.49669465,-1.4054849,484.15021,0.49669465,-1.4054847,0.427341597,0.56291395,0.46524632,-0.53296614,0.427341597,0.56291395,0.46524632,-0.53296614,0.427341597,0.56291395,0.46524632,-0.53296614,1,0
13.05,487.66806,0.49669465,-1.4054855,487.66806,0.49669465,-1.4054849,487.66806,0.49669465,-1.4054847,0.427164509,0.56305087,0.46540886,-0.53282154,0.427164509,0.56305087,0.46540886,-0.53282154,0.427164509,0.56305087,0.46540886,-0.53282154,1,0
13.075,491.19977,0.49669465,-1.4054855,491.19977,0.49669465,-1.4054849,491.19977,0.49669465,-1.4054847,0.42699084,0.5631814,0.46557322,-0.5326792,0.42699084,0.5631814,0.46557322,-0.5326792,0.42699084,0.5631814,0.46557322,-0.5326792,1,0
13.1,494.74539,0.49669465,-1.4054855,494.74539,0.49669465,-1.4054849,494.74539,0.49669465,-1.4054847,0.426814547,0.56331134,0.46574011,-0.53253716,0.426814547,0.56331134,0.46574011,-0.53253716,0.426814547,0.56331134,0.46574011,-0.53253716,1,0
13.125,498.30475,0.49669465,-1.4054854,498.30475,0.49669465,-1.4054848,498.30475,0.49669465,-1.4054846,0.426633139,0.56345439,0.46589673,-0.53239417,0.426633139,0.56345439,0.46589673,-0.53239417,0.426633139,0.56345439,0.46589673,-0.53239417,1,0
13.15,501.87808,0.49669465,-1.4054854,501.87808,0.49669465,-1.4054848,501.87808,0.49669465,-1.4054846,0.426455662,0.56357813,0.46605703,-0.53226507,0.426455662,0.56357813,0.46605703,-0.53226507,0.426455662,0.56357813,0.46605703,-0.53226507,1,0
13.175,505.46521,0.49669465,-1.4054854,505.46521,0.49669465,-1.4054848,505.46521,0.49669465,-1.4054846,0.42628315,0.56371135,0.46623564,-0.53210574,0.42628315,0.56371135,0.46623564,-0.53210574,0.42628315,0.56371135,0.46623564,-0.53210574,1,0
13.2,509.06607,0.49669465,-1.4054854,509.06607,0.49669465,-1.4054848,509.06607,0.49669465,-1.4054846,0.426103081,0.56385303,0.46638757,-0.53196669,0.426103081,0.56385303,0.46638757,-0.53196669,0.426103081,0.56385303,0.46638757,-0.53196669,1,0
13.225,512.68085,0.49669465,-1.4054854,512.68085,0.49669465,-1.4054848,512.68085,0.49669465,-1.4054846,0.425919184,0.5639897,0.46655953,-0.53181827,0.425919184,0.5639897,0.46655953,-0.53181827,0.425919184,0.5639897,0.46655953,-0.53181827,1,0
13.25,516.30951,0.49669465,-1.4054854,516.30951,0.49669465,-1.4054848,516.30951,0.49669465,-1.4054846,0.425755815,0.56411791,0.46672419,-0.5316686,0.425755815,0.56411791,0.46672419,-0.5316686,0.425755815,0.56411791,0.46672419,-0.5316686,1,0
13.275,519.95203,0.49669465,-1.4054854,519.95203,0.49669465,-1.4054848,519.95203,0.49669465,-1.4054846,0.42557335,0.56425571,0.46688649,-0.53152591,0.42557335,0.56425571,0.46688649,-0.53152591,0.42557335,0.56425571,0.46688649,-0.53152591,1,0
13.3,523.60846,0.49669465,-1.4054854,523.60846,0.49669465,-1.4054848,523.60846,0.49669465,-1.4054846,0.425396747,0.56438768,0.46704805,-0.53138524,0.425396747,0.56438768,0.46704805,-0.53138524,0.425396747,0.56438768,0.46704805,-0.53138524,1,0
13.325,527.27875,0.49669465,-1.4054854,527.27875,0.49669465,-1.4054848,527.27875,0.49669465,-1.4054846,0.425223143,0.56452537,0.46721247,-0.53123337,0.425223143,0.56452537,0.46721247,-0.53123337,0.425223143,0.56452537,0.46721247,-0.53123337,1,0
13.35,530.96301,0.49669465,-1.4054854,530.96301,0.49669465,-1.4054848,530.96301,0.49669465,-1.4054846,0.425035631,0.5646705,0.46737736,-0.53108412,0.425035631,0.5646705,0.46737736,-0.53108412,0.425035631,0.5646705,0.46737736,-0.53108412,1,0
13.375,534.66119,0.49669465,-1.4054854,534.66119,0.49669465,-1.4054848,534.66119,0.49669465,-1.4054846,0.42485836,0.56479901,0.46754277,-0.53094369,0.42485836,0.56479901,0.46754277,-0.53094369,0.42485836,0.56479901,0.46754277,-0.53094369,1,0
13.4,538.37329,0.49669465,-1.4054854,538.37329,0.49669465,-1.4054848,538.37329,0.49669465,-1.4054846,0.424679818,0.5649327,0.46770573,-0.53080076,0.424679818,0.5649327,0.46770573,-0.53080076,0.424679818,0.5649327,0.46770573,-0.53080076,1,0
13.425,542.09924,0.49669465,-1.4054854,542.09924,0.49669465,-1.4054848,542.09924,0.49669465,-1.4054846,0.42450329,0.56507528,0.46785963,-0.53065455,0.42450329,0.56507528,0.46785963,-0.53065455,0.42450329,0.56507528,0.46785963,-0.53065455,1,0
13.45,545.83917,0.49669465,-1.4054854,545.83917,0.49669465,-1.4054848,545.83917,0.49669465,-1.4054846,0.424328677,0.56520337,0.4680253,-0.53051168,0.424328677,0.56520337,0.4680253,-0.53051168,0.424328677,0.56520337,0.4680253,-0.53051168,1,0
13.475,549.5932,0.49669465,-1.4054853,549.5932,0.49669465,-1.4054847,549.5932,0.49669465,-1.4054845,0.42415041,0.56533849,0.46818611,-0.53036833,0.42415041,0.56533849,0.46818611,-0.53036833,0.42415041,0.56533849,0.46818611,-0.53036833,1,0
13.5,553.36108,0.49669465,-1.4054853,553.36108,0.49669465,-1.4054847,553.36108,0.49669465,-1.4054845,0.423974547,0.56546926,0.46835423,-0.5302211,0.423974547,0.56546926,0.46835423,-0.5302211,0.423974547,0.56546926,0.46835423,-0.5302211,1,0
13.525,557.14288,0.49669465,-1.4054853,557.14288,0.49669465,-1.4054847,557.14288,0.49669465,-1.4054845,0.423790802,0.56560403,0.46851712,-0.53008032,0.423790802,0.56560403,0.46851712,-0.53008032,0.423790802,0.56560403,0.46851712,-0.53008032,1,0
13.55,560.93872,0.49669465,-1.4054853,560.93872,0.49669465,-1.4054847,560.93872,0.49669465,-1.4054845,0.423619092,0.56573087,0.46868598,-0.52993292,0.423619092,0.56573087,0.46868598,-0.52993292,0.423619092,0.56573087,0.46868598,-0.52993292,1,0
13.575,564.74854,0.49669465,-1.4054853,564.74854,0.49669465,-1.4054847,564.74854,0.49669465,-1.4054845,0.42344072,0.5658589,0.4688471,-0.52979624,0.42344072,0.5658589,0.4688471,-0.52979624,0.42344072,0.5658589,0.4688471,-0.52979624,1,0
13.6,568.57233,0.49669465,-1.4054853,568.57233,0.49669465,-1.4054847,568.57233,0.49669465,-1.4054845,0.423255081,0.56599545,0.46901143,-0.52965325,0.423255081,0.56599545,0.46901143,-0.52965325,0.423255081,0.56599545,0.46901143,-0.52965325,1,0
13.625,572.4101,0.49669465,-1.4054853,572.4101,0.49669465,-1.4054847,572.4101,0.49669465,-1.4054845,0.42307916,0.56612146,0.46917486,-0.52951437,0.42307916,0.56612146,0.46917486,-0.52951437,0.42307916,0.56612146,0.46917486,-0.52951437,1,0
13.65,576.26184,0.49669465,-1.4054853,576.26184,0.49669465,-1.4054847,576.26184,0.49669465,-1.4054845,0.422892814,0.56625712,0.46933812,-0.52937347,0.422892814,0.56625712,0.46933812,-0.52937347,0.422892814,0.56625712,0.46933812,-0.52937347,1,0
13.675,580.12756,0.49669465,-1.4054853,580.12756,0.49669465,-1.4054847,580.12756,0.49669465,-1.4054845,0.42271757,0.56639236,0.46949992,-0.52922523,0.42271757,0.56639236,0.46949992,-0.52922523,0.42271757,0.56639236,0.46949992,-0.52922523,1,0
13.7,584.00751,0.49669465,-1.4054853,584.00751,0.49669465,-1.4054847,584.00751,0.49669465,-1.4054845,0.422529442,0.56651199,0.46967259,-0.52909422,0.422529442,0.56651199,0.46967259,-0.52909422,0.422529442,0.56651199,0.46967259,-0.52909422,1,0
13.725,587.90131,0.49669465,-1.4054853,587.90131,0.49669465,-1.4054847,587.90131,0.49669465,-1.4054845,0.422350624,0.56664419,0.46983793,-0.52894861,0.422350624,0.56664419,0.46983793,-0.52894861,0.422350624,0.56664419,0.46983793,-0.52894861,1,0
13.75,591.8092,0.49669465,-1.4054853,591.8092,0.49669465,-1.4054847,591.8092,0.49669465,-1.4054845,0.4221674,0.56677163,0.47000486,-0.52881002,0.4221674,0.56677163,0.47000486,-0.52881002,0.4221674,0.56677163,0.47000486,-0.52881002,1,0
13.775,595.73114,0.49669465,-1.4054852,595.73114,0.49669465,-1.4054846,595.73114,0.49669465,-1.4054844,0.42199203,0.56689739,0.47017193,-0.52866668,0.42199203,0.56689739,0.47017193,-0.52866668,0.42199203,0.56689739,0.47017193,-0.52866668,1,0
13.8,599.66718,0.49669465,-1.4054852,599.66718,0.49669465,-1.4054846,599.66718,0.49669465,-1.4054844,0.421797542,0.56702948,0.47034466,-0.52852654,0.421797542,0.56702948,0.47034466,-0.52852654,0.421797542,0.56702948,0.47034466,-0.52852654,1,0
13.825,603.61725,0.49669465,-1.4054852,603.61725,0.49669465,-1.4054846,603.61725,0.49669465,-1.4054844,0.421615538,0.56716007,0.47051141,-0.5283832,0.421615538,0.56716007,0.47051141,-0.5283832,0.421615538,0.56716007,0.47051141,-0.5283832,1,0
13.85,607.58148,0.49669465,-1.4054852,607.58148,0.49669465,-1.4054846,607.58148,0.49669465,-1.4054844,0.421430173,0.56728756,0.4706817,-0.52824253,0.421430173,0.56728756,0.4706817,-0.52824253,0.421430173,0.56728756,0.4706817,-0.52824253,1,0
13.875,611.55963,0.49669465,-1.4054852,611.55963,0.49669465,-1.4054846,611.55963,0.49669465,-1.4054844,0.42125261,0.56742072,0.47083727,-0.52810252,0.42125261,0.56742072,0.47083727,-0.52810252,0.42125261,0.56742072,0.47083727,-0.52810252,1,0
13.9,615.55206,0.49669465,-1.4054852,615.55206,0.49669465,-1.4054846,615.55206,0.49669465,-1.4054844,0.421058817,0.56755257,0.47101372,-0.52795798,0.421058817,0.56755257,0.47101372,-0.52795798,0.421058817,0.56755257,0.47101372,-0.52795798,1,0
13.925,619.55847,0.49669465,-1.4054852,619.55847,0.49669465,-1.4054846,619.55847,0.49669465,-1.4054844,0.420875525,0.56768131,0.47117835,-0.5278188,0.420875525,0.56768131,0.47117835,-0.5278188,0.420875525,0.56768131,0.47117835,-0.5278188,1,0
13.95,623.57898,0.49669465,-1.4054852,623.57898,0.49669465,-1.4054846,623.57898,0.49669465,-1.4054844,0.420686505,0.56781489,0.47134659,-0.52767557,0.420686505,0.56781489,0.47134659,-0.52767557,0.420686505,0.56781489,0.47134659,-0.52767557,1,0
13.975,627.61365,0.49669465,-1.4054852,627.61365,0.49669465,-1.4054846,627.61365,0.49669465,-1.4054844,0.42049995,0.56794655,0.47151718,-0.52753013,0.42049995,0.56794655,0.47151718,-0.52753013,0.42049995,0.56794655,0.47151718,-0.52753013,1,0
14,631.66241,0.49669465,-1.4054852,631.66241,0.49669465,-1.4054846,631.66241,0.49669465,-1.4054844,0.420311349,0.5680809,0.4716863,-0.52738458,0.420311349,0.5680809,0.4716863,-0.52738458,0.420311349,0.5680809,0.4716863,-0.52738458,1,0
14.025,635.72382,0.49669465,-1.405485,635.72382,0.49669465,-1.4054844,635.72382,0.49669465,-1.4054842,0.420126458,0.56821293,0.47185028,-0.52724296,0.420126458,0.56821293,0.47185028,-0.52724296,0.420126458,0.56821293,0.47185028,-0.52724296,1,0
14.05,639.80084,0.49669465,-1.405485,639.80084,0.49669465,-1.4054844,639.80084,0.49669465,-1.4054842,0.419938532,0.56834722,0.47202322,-0.52709311,0.419938532,0.56834722,0.47202322,-0.52709311,0.419938532,0.56834722,0.47202322,-0.52709311,1,0
14.075,643.89197,0.49669465,-1.405485,643.89197,0.49669465,-1.4054844,643.89197,0.49669465,-1.4054842,0.41975373,0.56849009,0.47217962,-0.52694619,0.41975373,0.56849009,0.47217962,-0.52694619,0.41975373,0.56849009,0.47217962,-0.52694619,1,0
14.1,647.99738,0.49669465,-1.405485,647.99738,0.49669465,-1.4054844,647.99738,0.49669465,-1.4054842,0.419575579,0.56861138,0.47235656,-0.52679855,0.419575579,0.56861138,0.47235656,-0.52679855,0.419575579,0.56861138,0.47235656,-0.52679855,1,0
14.125,652.11682,0.49669468,-1.405485,652.11682,0.49669468,-1.4054844,652.11682,0.49669468,-1.4054842,0.41938317,0.56875861,0.47252303,-0.52664351,0.41938317,0.56875861,0.47252303,-0.52664351,0.41938317,0.56875861,0.47252303,-0.52664351,1,0
14.15,656.25049,0.49669468,-1.405485,656.25049,0.49669468,-1.4054844,656.25049,0.49669468,-1.4054842,0.419188908,0.56889474,0.47268912,-0.52650207,0.419188908,0.56889474,0.47268912,-0.52650207,0.419188908,0.56889474,0.47268912,-0.52650207,1,0
14.175,660.39825,0.49669468,-1.405485,660.39825,0.49669468,-1.4054844,660.39825,0.49669468,-1.4054842,0.41901302,0.56902814,0.47285289,-0.52635086,0.41901302,0.56902814,0.47285289,-0.52635086,0.41901302,0.56902814,0.47285289,-0.52635086,1,0
14.2,664.5603,0.49669468,-1.405485,664.5603,0.49669468,-1.4054844,664.5603,0.49669468,-1.4054842,0.418821355,0.56916833,0.47302368,-0.52619833,0.418821355,0.56916833,0.47302368,-0.52619833,0.418821355,0.56916833,0.47302368,-0.52619833,1,0
14.225,668.73657,0.49669468,-1.4054849,668.73657,0.49669468,-1.4054843,668.73657,0.49669468,-1.4054841,0.418636654,0.56929833,0.4731932,-0.52605224,0.418636654,0.56929833,0.4731932,-0.52605224,0.418636654,0.56929833,0.4731932,-0.52605224,1,0
14.25,672.927,0.49669468,-1.4054849,672.927,0.49669468,-1.4054843,672.927,0.49669468,-1.4054841,0.418450324,0.56944114,0.47335669,-0.52589881,0.418450324,0.56944114,0.47335669,-0.52589881,0.418450324,0.56944114,0.47335669,-0.52589881,1,0
14.275,677.13159,0.49669468,-1.4054849,677.13159,0.49669468,-1.4054843,677.13159,0.49669468,-1.4054841,0.41826838,0.56957799,0.47351164,-0.52575582,0.41826838,0.56957799,0.47351164,-0.52575582,0.41826838,0.56957799,0.47351164,-0.52575582,1,0
14.3,681.3504,0.49669468,-1.4054849,681.3504,0.49669468,-1.4054843,681.3504,0.49669468,-1.4054841,0.418081198,0.56971818,0.47367609,-0.52560467,0.418081198,0.56971818,0.47367609,-0.52560467,0.418081198,0.56971818,0.47367609,-0.52560467,1,0
